专项,严格,主体,主要,乡镇,五水共治,产业,人民政府,任务,企业,体系,使用,供水,依法,保护,保护区,保障,信息,修复,做好,健康,全区,全县,全面,养殖,农业,农村,分局,创建,利用,制定,制度,力度,办公室,办法,加大,加强,加快,区域,协调,单位,印发,参与,及时,发展,各镇,坚持,垃圾,城市,城镇,基本,处理,处理厂,处置,安全,完善,完成,实施,实施方案,实现,实行,宣传,工业,工作,工程,年度,年月日,应当,应急,建局,建立,建设,开展,强化,形成,总量,情况,执法,执行,技术,持续,指导,排区,排放,排查,排水,排污,排污口,控制,推动,推进,措施,提升,提高,收集,改善,改造,整改,整治,文明,断面,新建,方式,方案,日常,服务,机制,标准,检查,水体,水利局,水平,水源,水源地,水质,水资源,污染,污染物,污水,污水处理,河湖,河道,治水,治理,活动,海洋,深化,牵头,环保,环保局,环境,环境保护,生产,生态,生态环境,生活,用水,畜禽,监测,监督,监管,目标,相关,确保,社会,积极,管控,管理,管网,系统,纳入,组织,经济,结合,维护,综合,绿色,美丽,考核,职责,能力,船舶,节水,范围,落实,行业,行动,行政,街道,补助,要求,规划,规定,规范,计划,设施,负责,责任,质量,资源,资金,达到,运维,运行,进一步,进行,通知,部门,配合,重点,重要,长效,问题,防治,零直,项目,领导,风险,饮用水,验收,city,county,year,filename
0.0,0.024832082587685458,0.025704797742764223,0.02113722979913557,0.0,0.012958865950862278,0.0,0.01853082686190649,0.032907058005408496,0.0,0.02874069800401756,0.036877153221452054,0.0,0.0,0.013121452883890092,0.019133179096575977,0.02125466147888272,0.0,0.0,0.032784011744237666,0.0,0.0,0.0,0.07794751813022245,0.0,0.0,0.41011176202837324,0.0,0.0,0.027922252624283026,0.028193033111118978,0.022740537815568715,0.05183546380344911,0.05150260999472301,0.03702480889652449,0.07727324637192017,0.02711824555527172,0.012643890928711076,0.022871263807223725,0.024197351015548995,0.03319223628120025,0.01830312748972347,0.07617286445060321,0.0,0.012003664071342133,0.07011324817047672,0.06772014971258276,0.0,0.01522615001879294,0.0707361507072185,0.027618977531634028,0.03247930601530993,0.04690799371714927,0.0,0.0,0.03636785245268444,0.010766147437974216,0.08021937835566219,0.0,0.024732667611705048,0.0,0.02618821861619487,0.0,0.1869242557440522,0.07008172290194385,0.011391993389677035,0.008697476821946205,0.0,0.0,0.016973894061034982,0.031705844698703356,0.11834283171482447,0.0,0.07159911916601766,0.02657527963709531,0.0,0.009915524623019478,0.0,0.03658471521811361,0.012773528058930422,0.0,0.023047355052289855,0.0,0.024982450521155383,0.0,0.0,0.0,0.0,0.0,0.0,0.09136366676948539,0.022697214245792553,0.02278398677935407,0.04858654430054796,0.05237643723238974,0.0,0.03944668930924867,0.0,0.0,0.0,0.0,0.0,0.012592656577873625,0.02218685552415221,0.025599452703370596,0.027618977531634028,0.05897093099338167,0.06544547968626571,0.012316953343176524,0.0,0.0,0.0,0.016973894061034982,0.0,0.012122617484228144,0.0,0.0,0.029744074055117364,0.4262159042632076,0.06195573200594828,0.0,0.013231834332822236,0.0,0.4808169993442522,0.0,0.0,0.0,0.03944668930924867,0.043502664003147486,0.017446112856526492,0.02098206969419958,0.0,0.0,0.057068904662817464,0.0,0.34904255832675046,0.0,0.0,0.024882038063098254,0.03235856894447398,0.07750784508096868,0.04314475859263198,0.02692822409204378,0.03959069961653496,0.023913211179166085,0.0,0.0,0.0781406842138807,0.08832761026523747,0.0,0.011817174894301178,0.009414375826842564,0.0,0.010096396104076276,0.0403727693826474,0.021774422810698767,0.0,0.0,0.02318079243318878,0.03608191324828345,0.0,0.0,0.0,0.0,0.029216728016965746,0.0,0.0,0.014402771528683692,0.11541246876073397,0.05547079854579435,0.0693372024231652,0.053602044669617835,0.0,0.035040861450971926,0.03490562134616677,0.09086756493668649,0.032238475807743396,0.021098289163789568,0.05880421846711324,0.03528729078986584,0.06334819925101849,0.0628358497744973,0.0,0.08797018968429621,0.04530803069666392,0.046000725826499486,0.00835590755128664,0.09023529881269,0.014273913372390016,0.01111436446534191,0.0,0.02738069306013406,0.0,0.0,0.0,0.12566117377874494,0.0355207026474899,0.0,0.01670419546926137,0.0977278841849906,宁波市,慈溪市,2014,2014-关于印发慈溪市农村污水治理三年行动计划（2014—2016）的通知.docx
0.13094080486047732,0.017368383533680313,0.0,0.014784080742908864,0.0,0.3262990091648129,0.0,0.0,0.07672096535933653,0.11415308753831768,0.020102199007948154,0.0,0.12411020028279748,0.0,0.018355160136229287,0.0,0.014866216361041204,0.0,0.042700392064028266,0.015286817976595453,0.0,0.0,0.0,0.015576881072570681,0.0,0.038467935439514024,0.14342289555114865,0.0,0.06466823237391217,0.0,0.0,0.0795274381736365,0.03625544546275699,0.02881810916068743,0.0,0.018015825228524466,0.05057973830440954,0.0,0.015996921736271846,0.0,0.04643150553617409,0.0256036308662257,0.0887963866881636,0.0,0.0,0.07846325611825075,0.0,0.021350196032014133,0.02129935033309654,0.019790085520872865,0.01931763044374727,0.030289474206856567,0.021872672789271488,0.10142402816671678,0.052420667585625365,0.033915845625060496,0.16566442620739233,0.062342331412719366,0.0,0.01729884939671366,0.05057330019176965,0.0,0.058460948295869564,0.1477942128769441,0.1633916175125395,0.06374350913384386,0.012166608473972277,0.0,0.022310220111980743,0.023744210826546916,0.08870448445745319,0.025468587104257038,0.19453732990592906,0.0,0.0,0.0,0.055481978680485745,0.10475081132598282,0.0,0.07147383909418908,0.03949249144624216,0.0,0.0,0.01747355586187512,0.04199868177163936,0.06812588200266703,0.021198391706130786,0.0,0.0,0.0,0.09940433039258866,0.0,0.07967938641730482,0.033983043226771155,0.0,0.05210515060104094,0.055180650002889416,0.04038621068943604,0.14260473852021985,0.0,0.0,0.041511438738516745,0.03523088945602886,0.015518223845668474,0.0,0.0,0.09899094784800788,0.01525824757445625,0.0,0.022366218198357754,0.024202210625642626,0.0,0.0,0.0,0.08478961406265124,0.0,0.07017704246392918,0.0,0.23035738974036746,0.06933423561488054,0.0,0.20360525945302585,0.4199868177163935,0.23394739690544103,0.0824488576271058,0.0,0.020950162265196564,0.0,0.0,0.024404781853801502,0.10272889627549564,0.0,0.0,0.031932710292205506,0.0,0.10680773302119377,0.0,0.07240663851350128,0.0,0.0,0.06195607064745608,0.01508843875778055,0.0,0.08307315178402057,0.03345138868760186,0.036710320272458574,0.0,0.060726878366971944,0.10590731149854385,0.05564558610338007,0.0,0.026338908871364385,0.0,0.0,0.018825370780684733,0.0456892641120984,0.0,0.04199868177163936,0.032426832680873735,0.0,0.05671748401298161,0.0,0.1468347341700686,0.0,0.06811716737893658,0.10211937716062895,0.11343496802596321,0.0,0.08072331488617858,0.025865412903135605,0.03637255717232442,0.037491050809933764,0.016562906334011772,0.0,0.048828302409262454,0.0,0.0,0.029513688737722893,0.0,0.0,0.0,0.017579792346364156,0.0,0.0878989617318208,0.015844970946691097,0.14156751787163965,0.011688798682933906,0.037868139472899374,0.0,0.12438009197852543,0.0,0.0,0.09417112716070161,0.0,0.0,0.029297199886140293,0.016562906334011772,0.0,0.046733877033023896,0.03905950223791211,宁波市,慈溪市,2014,2014-关于印发《2014年慈溪市“五水共治”工作总结》的通知.docx
0.0357381856391159,0.022121963735068372,0.011449716339230717,0.0,0.0,0.0,0.0,0.008254206596896949,0.0,0.0,0.0,0.021901641242717332,0.0,0.0,0.0,0.0,0.0189349744942526,0.0,0.01359678237876684,0.03894138245474104,0.0,0.0,0.0,0.0,0.0,0.0,0.13193305187782184,0.04417687845247027,0.0,0.0,0.01674407167591733,0.0,0.0,0.009176345693450978,0.08795734059646797,0.0,0.0,0.0,0.0,0.010778252685019526,0.09610155311353862,0.016305564430056752,0.011309920939455572,0.03021484818775024,0.021387221175388712,0.12492248508744222,0.0,0.0,0.0,0.06301616286824989,0.0,0.009644862008300916,0.0,0.0,0.0445118416863039,0.0,0.009591153796636274,0.07940490213135895,0.024604703097172845,0.0,0.0322073931242808,0.0,0.0,0.0506811424559863,0.3641934209294914,0.05074348149146994,0.0,0.015853144918139155,0.0,0.0,0.018830359049634076,0.14597606141357944,0.008849305630031447,0.0,0.0,0.0,0.008833366083978526,0.0,0.043455919867914104,0.022758906627402237,0.0,0.06159605230720884,0.0,0.0,0.0,0.057847574517995506,0.0,0.0,0.0,0.0,0.018087208270371778,0.0,0.0,0.01082097894159345,0.034995141092241985,0.0,0.0,0.025719788100488274,0.010090802980777963,0.0,0.0,0.0,0.011218321748093696,0.009882715466319745,0.02280558476486393,0.012302351548586422,0.0,0.04858575336735609,0.0,0.0,0.0,0.0,0.0,0.0,0.010799581686845416,0.0,0.0,0.0,0.31929287768304176,0.0,0.0,0.0,0.0,0.22348262088782728,0.013126801890398518,0.0,0.0,0.01171385481243608,0.0,0.01554208248813504,0.0,0.0,0.0,0.0,0.0,0.06802005471429853,0.0,0.0,0.011083233589908814,0.057654051864611214,0.0,0.0,0.09595734787212808,0.026452393332405313,0.0,0.0,0.0,0.108286238481674,0.11241104176957178,0.047250209378379815,0.0,0.05032146938807215,0.013468189254023983,0.008994497649585948,0.0,0.08729104598103286,0.0,0.0,0.010325445877251066,0.010714670877239114,0.0,0.0,0.0,0.009882715466319745,0.017352052406838032,0.0,0.0,0.0,0.14565685832440925,0.4776960972982436,0.007721236590205605,0.03581402659602679,0.02109603421399704,0.0,0.07255756349207762,0.008994497649585948,0.08616011848878749,0.018795668309543996,0.02619322772878567,0.0,0.20316425823858908,0.0,0.0,0.06717370007441797,0.010090802980777963,0.04098030783069715,0.00744396218764253,0.048232330113479535,0.0,0.0,0.012603232573649977,0.0,0.0,0.0,0.0,0.4291293608227618,0.0,0.0,0.0,0.21143647501511215,宁波市,慈溪市,2011,2011-市政府办公室关于印发城镇污水治理工程建设资金补助与管理办法的通知.docx
0.03178436962627111,0.0,0.0,0.0,0.0,0.03080206878775813,0.0,0.04404612300634994,0.0,0.304802794314611,0.0,0.14608950795166872,0.12653054053246093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027026115275895515,0.03080206878775813,0.048966844531669225,0.08800466914378895,0.030611935993299505,0.0,0.030053401247287018,0.054362954576761574,0.0,0.098618732247653,0.043504901903245304,0.0,0.026872094534927796,0.05706327819619417,0.033330587742309035,0.0,0.0,0.03619120083732157,0.03362670449909226,0.0,0.0,0.0,0.0,0.0,0.028814380753126683,0.0,0.04237206866011619,0.0,0.0,0.08593259585962194,0.0,0.3973401794567305,0.0,0.0,0.0,0.041346253656045114,0.08459560139485159,0.0,0.0,0.0,0.02163771984868284,0.0,0.0,0.03158353495358327,0.0,0.0,0.0,0.02898620190485353,0.0,0.0,0.027390753881873443,0.0,0.3265958142452303,0.0,0.07717160192587422,0.03601965504425106,0.0,0.0,0.0,0.04825850861412668,0.0,0.0,0.0,0.0,0.029511822983178695,0.03125375430638287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02803372887448405,0.1037053795081531,0.0,0.0,0.0,0.0,0.040345432574625084,0.0,0.0,0.0,0.0,0.0,0.23024481763598198,0.647958300952333,0.0,0.0,0.0,0.0,0.0,0.0,0.035597871214693266,0.0,0.0,0.0,0.04987250863469783,0.03601965504425106,0.0,0.0,0.0,0.0,0.08789942777391159,0.0,0.0,0.025637810959705184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08254819482592785,0.029992407598059517,0.0,0.0,0.0,0.0,0.0,0.03198749089084333,0.025877930668163338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05273617711845492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02814318090503088,0.0,0.0,0.04799646643239141,0.0,0.0,0.0,0.0,0.03011460413757338,0.0,0.0,0.029871042333955405,0.026923287181306894,0.0,0.11916748278197264,0.0,0.0,0.026417853235907316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,宁波市,慈溪市,2019,2019-慈溪市发展和改革局关于对工业企业超标排放污水实行多因子分档计收污水处理费的通知.docx
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19053304473274424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10090893777913973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12889109725683034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09339042847948958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1309445754581192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46848693516291373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.665258727013337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23424346758145687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09322744630183254,0.0,0.0,0.0,0.0,0.0,0.10841152871820377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11911730185844012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12713624529860382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3588911140668233,0.0,0.0,0.0,0.0,0.0,0.1204756709692854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,宁波市,慈溪市,2016,2016-慈溪市物价局关于调整城市居民生活污水处理费标准的通知.docx
0.0,0.0,0.0077266153081163415,0.003176824127767109,0.0,0.0,0.0,0.0027850942834896425,0.006594363710466845,0.0105125899286186,0.0,0.0,0.0,0.012266085320399715,0.011832548117901265,0.0,0.0,0.008301999367044862,0.0,0.013139412055261061,0.0,0.0,0.0,0.0,0.0,0.0,0.0034243237933827505,0.0,0.0,0.008393160946952324,0.019773961574410227,0.010253380868365278,0.0,0.0030962379768593273,0.048226975041996675,0.0038712659422577614,0.005434322762971431,0.0038006321692001205,0.013749764446102845,0.0,0.08231245618430592,0.005501744322742697,0.00763227713903822,0.016991578773875537,0.014432744500894006,0.01686029517250762,0.0,0.0,0.01373050334760931,0.21262607485229892,0.0,0.039051869704056566,0.00940006157488572,0.0,0.018773711678528496,0.0,0.0,0.021433933004801755,0.0,0.0,0.025356944888836778,0.0,0.01256217104790529,0.014657644142109034,0.003510982128785375,0.0,0.0,0.3316436500163839,0.019176206293794955,0.0,0.009530472383301326,0.07935452596539509,0.01492944853859041,0.0,0.0,0.005215021650179578,0.04172716048952783,0.013505401273589908,0.01832835666686163,0.023037599072313553,0.0,0.006927813559970275,0.0,0.06758536204270259,0.0,0.8393018432647718,0.009110280634011765,0.0,0.00928639448832242,0.0,0.0,0.023878976088180372,0.0,0.0036511621363249456,0.00393596348971756,0.0,0.007904863948524856,0.004339122965383728,0.0,0.0,0.0,0.017840073042904536,0.0,0.0133383113337382,0.0038474748005543524,0.024905998101134585,0.0,0.013114855061983177,0.0037023578712083787,0.0,0.0,0.004688548969455088,0.0,0.0,0.032795481407356525,0.0,0.003769935473020189,0.013411174455829521,0.09608730527853805,0.04469591510191603,0.0,0.0,0.0,0.006283868338195387,0.0,0.0,0.0,0.003952431974262428,0.026152965916658857,0.05768547351147282,0.00315350430914794,0.009110280634011765,0.004398760949505377,0.0,0.0,0.006557427530991589,0.0,0.0,0.0,0.01621112503699112,0.02329811377217712,0.0,0.02158497471402116,0.0029751460094863493,0.007188081595202392,0.007888365411934177,0.0,0.04175704735491686,0.007585837503782521,0.007971468032002377,0.014208517079298632,0.014149354744586253,0.013633112932176998,0.003034879693481411,0.008090444465263951,0.0,0.0,0.0,0.0,0.007230584371583345,0.004062510994359224,0.0,0.0,0.0133383113337382,0.0029274226055394097,0.013166133502025421,0.0,0.030305343485112234,0.03180088961335793,0.0,0.01823683493439075,0.05639290923909971,0.067622152927458,0.003510982128785375,0.010492294509826463,0.2609996536394013,0.0549132650130998,0.03488068691014687,0.0,0.0,0.0038083720476836374,0.015110282325494596,0.0,0.007555141162747298,0.0,0.04977855485519095,0.007535116655467607,0.021699091293876302,0.01287180377844612,0.006681742410680427,0.0,0.0,0.0,0.0,0.0,0.018886270934149484,0.0,0.0,0.0,0.033572643787809296,宁波市,慈溪市,2010,2010-市政府办公室关于印发慈溪市城镇排水管理办法的通知.docx
0.023825989856571705,0.011061229203441143,0.0,0.0,0.0,0.0,0.0,0.008254391170174374,0.0,0.0,0.0,0.02190213098787427,0.0,0.0,0.0,0.034090814353632835,0.0,0.0,0.013597086418005095,0.048677816534425856,0.0,0.0,0.0,0.009920292897973483,0.0,0.0,0.28416985056535093,0.044177866296807186,0.0,0.0,0.008372223046029508,0.010129569281968615,0.0,0.009176550886788407,0.010994913427603805,0.0,0.0,0.0,0.010187800006332438,0.010778493698786222,0.08871110958608128,0.016305929040686715,0.01131017384191818,0.010071841275166093,0.032081549126307694,0.06246263924685824,0.0,0.0,0.013564704824827698,0.025207028792010075,0.0,0.019290155356372723,0.02785966195931143,0.0,0.0445128370207928,0.0,0.0,0.04764400662818782,0.036907879928717253,0.0,0.03220811331755881,0.0,0.0,0.07964357616746143,0.3746073236925579,0.05074461617238409,0.0,0.0,0.0,0.0,0.01883078011749131,0.08109962533407335,0.0,0.0,0.0,0.0,0.026500690823726587,0.0,0.04345689159081193,0.011379707770985266,0.0,0.01026623827728768,0.0,0.0222564185103964,0.0,0.014462217013590814,0.0,0.0,0.0,0.0,0.009043806360273835,0.0,0.010148923234476817,0.010821220910766958,0.0,0.0,0.0,0.025720363223672885,0.020182057244803122,0.0,0.0,0.0,0.022437145204592186,0.009882936454874137,0.022806094723207507,0.0,0.0,0.06802157571868363,0.0,0.0,0.0,0.0,0.0,0.0,0.032399469532657245,0.0,0.0,0.026498463784180425,0.35381893823142424,0.022078101577339967,0.0,0.0,0.0,0.34454341140524186,0.013127095420348199,0.0,0.0,0.08199881723117827,0.0,0.062169720105824645,0.0,0.0,0.0,0.0,0.0,0.28180367083454644,0.0,0.0,0.022166962846778267,0.057655341073596315,0.0,0.0,0.04797974679279364,0.026452984837461047,0.010651926148724261,0.0,0.0,0.07734904277349683,0.03372406662180038,0.0,0.02105541967033207,0.05032259463232438,0.01346849041777636,0.017989397553196073,0.011989126140675096,0.10669144188548224,0.0,0.0,0.0,0.010714910469245583,0.0,0.0,0.0,0.009882936454874137,0.017352440418107826,0.0,0.0,0.0,0.09425066288933337,0.2800350084475732,0.015442818491356973,0.023876551625104624,0.010548252972440574,0.020811517982919883,0.051827989971590195,0.053968192659588216,0.15317696911156725,0.01879608860167754,0.026193813438609086,0.0,0.10158440060914392,0.03358760107668408,0.0,0.07837106917892951,0.0,0.057373713874603265,0.007444128642950122,0.07235011296336678,0.0,0.0,0.012603514396005037,0.0,0.0,0.0,0.0,0.40115163337573,0.0,0.0,0.029762938181626758,0.22387892079262878,宁波市,慈溪市,2010,2010-市政府办公室关于印发慈溪市农村生活污水治理工作实施细则的通知.docx
0.019536120758825545,0.0,0.0,0.0,0.0,0.0,0.0,0.05414550536178671,0.0,0.0,0.0,0.2334624844380684,0.10369524176346458,0.059616777825172135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06864804418689922,0.0,0.0,0.04514587826646582,0.1442444710150867,0.0,0.0,0.0,0.05012092065562032,0.0,0.09698490093973705,0.04011014032256444,0.0,0.03303362564994905,0.14029475579894857,0.06145949044320609,0.0,0.0,0.0,0.2686905475244698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07042411472777642,0.0,0.0,0.0593670468501243,0.0,0.0,0.025413290049392523,0.1819870793039896,0.0,0.049596279687954214,0.015440298454451504,0.05319811125781912,0.0,0.0,0.0,0.0,0.01448616123936398,0.0,0.03563247894555475,0.0,0.0,0.0,0.0,0.054747452126292596,0.0,0.04743318027392213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018397337564521565,0.0,0.0,0.020175077819926036,0.01723080618089158,0.15935512023939408,0.0,0.0,0.025276468778531156,0.0,0.09919255937590843,0.0,0.01771063036967024,0.0,0.0,0.021727415797934958,0.09906326379991236,0.778426408677716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04237036560011857,0.02548803149084643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03635160307193814,0.03151633188199252,0.0161765252520121,0.0,0.02622732942652123,0.014460083556569886,0.034936188054855745,0.0,0.0,0.08879128837957281,0.0,0.0,0.0,0.0,0.0,0.01475040680758218,0.07864387334570032,0.0,0.0,0.0,0.0,0.01757138201663834,0.0,0.0,0.0,0.06482811121686646,0.0,0.0,0.0,0.042083677584514416,0.05620424183506046,0.0,0.012662339265646952,0.0,0.05189424114710616,0.017064404498462,0.0,0.10325284765307526,0.1569968227998447,0.0,0.0,0.0,0.01850980686272877,0.018360102688517774,0.0,0.09180051344258887,0.0,0.026882044340989075,0.01220762679648277,0.052731978902988544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,宁波市,慈溪市,2013,2013-慈溪市人民政府办公室关于印发慈溪市城镇污水处理费征收使用管理暂行办法的通知.docx
0.0,0.0,0.014617032715985592,0.024039370594638655,0.0,0.0,0.0,0.0316126629595052,0.0,0.0,0.016343397338080344,0.013980128288492075,0.0,0.0,0.0,0.0,0.024172925639259882,0.0,0.017358038135984473,0.06214209204864252,0.0,0.0,0.0,0.0,0.0,0.0,0.2720783860363629,0.0,0.0,0.0,0.032063935415643945,0.0,0.0,0.02342956650459315,0.08421662731751409,0.0,0.010280526523966885,0.0,0.013005743700910195,0.027519646330150947,0.009437382244635665,0.020816146152906702,0.014438565942528838,0.0,0.0,0.04784387658309577,0.0,0.0,0.0,0.0,0.0,0.036938713416014575,0.0,0.0,0.014206269983042872,0.0,0.0,0.02027411016789767,0.0,0.0,0.0,0.0,0.0,0.055457986562220674,0.013283990103088958,0.012956113620779187,0.019783280074818083,0.0,0.036277104991942886,0.07721763611313785,0.024039370594638655,0.041412706989897435,0.045189098515820855,0.0,0.0,0.0,0.03383077725674035,0.0,0.027738530090747483,0.0,0.0,0.013105877983851783,0.0,0.0,0.0,0.0369249274050909,0.0,0.0,0.0,0.0,0.0,0.0,0.012956113620779187,0.0,0.014891929985874252,0.0,0.0,0.016417305589699574,0.0,0.0,0.0,0.0,0.0,0.0,0.07278564130733647,0.015705531014170587,0.0,0.04962076093138682,0.014008070538439386,0.0,0.0,0.0,0.0,0.0,0.027574104747853424,0.0,0.0,0.0,0.2313509532693624,0.056369801201253567,0.0,0.0,0.0,0.39229334952569683,0.0,0.0,0.0,0.029908478769385387,0.016491859336403004,0.07936585378110085,0.0,0.0,0.0,0.0,0.0,0.27291418512262755,0.0,0.0,0.0,0.0368013991502419,0.0,0.012267133050080634,0.020416978779644088,0.0,0.013598247052869224,0.0,0.0,0.13824128421018975,0.04305213753341556,0.0452407183631165,0.026879345057542366,0.032120907739943985,0.0,0.011482630880328578,0.41324354085648896,0.024764050180887374,0.0,0.0,0.05272702859119316,0.01367865282539785,0.0,0.0,0.0,0.02523310988919717,0.03322818359061059,0.0,0.0,0.0,0.14219681238548487,0.23131876877974655,0.00985714968852087,0.0,0.013465897894212122,0.013283990103088958,0.0,0.2870657720082144,0.07332963446140237,0.03599262511745473,0.0,0.0,0.11527344710879932,0.0,0.0,0.42877925642459275,0.012882205369159955,0.0627799483437027,0.009503173319719218,0.01026246016857386,0.0,0.0,0.0,0.015570030554276602,0.0,0.0,0.0,0.1190953732084324,0.0,0.0,0.0,0.03175597677893024,宁波市,慈溪市,2016,2016-慈溪市人民政府办公室关于印发慈溪市农村生活污水治理设施运行维护管理办法的通知.docx
0.0,0.01076353559284776,0.0,0.09161991326092954,0.0,0.0,0.015166522619354299,0.03212895475660881,0.0,0.1414859152977021,0.0,0.021312673493273118,0.0,0.04716734398497448,0.0,0.0,0.009212892415851458,0.07182913796700144,0.0,0.01894709534406562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01210297843093514,0.008146899326447757,0.009856949666386746,0.0,0.026788740276387477,0.12838805507960346,0.0,0.039181597733369836,0.0,0.05948167927676231,0.0,0.03596816893602838,0.023800625279866795,0.0,0.0,0.010406043473820577,0.024312626685200955,0.0,0.0,0.0,0.14717175456865075,0.0,0.06569848113883262,0.09488453783568941,0.025141801711724997,0.0,0.0,0.0,0.09272350327372961,0.0,0.0,0.010447096119726258,0.0,0.024152948048926808,0.07045464437117513,0.010125706213585257,0.0,0.022619673805549818,0.061707320969690393,0.09678263579090934,0.08828858178771364,0.009161991326092954,0.02367509128854373,0.017222669246101115,0.010344946097300745,0.0,0.0,0.0,0.07789941422473766,0.0,0.011073442867552267,0.0,0.00998994045506852,0.0,0.07580099095677754,0.0,0.7458685639593146,0.10509654773461533,0.0,0.0,0.0,0.0,0.01967634188799227,0.00987578274116107,0.021059973406006887,0.05675678272117187,0.0,0.0,0.01251407234798327,0.029458338783507326,0.0,0.0,0.0,0.0,0.0,0.06657692588380718,0.01197152299450024,0.010224445935201686,0.009455842020857447,0.021355271389194047,0.0,0.014998595291815457,0.0,0.0,0.0,0.042036659409203474,0.0,0.0,0.0,0.22673185543254096,0.1181614947839186,0.0,0.0,0.0,0.009061368349862412,0.01277380263883061,0.0,0.0,0.022797703623975693,0.0628545042793125,0.06049653097761046,0.0,0.013137068466826916,0.0,0.0,0.0,0.0,0.0,0.04487184597733201,0.021570377866539918,0.03740243236682174,0.12478511333651578,0.0,0.062251274590639026,0.008580349694061592,0.010365248212966334,0.0,0.0,0.27848911641873003,0.03281644243538426,0.034484685661573,0.0,0.008161375022723008,0.0,0.01750524442595189,0.0,0.02831455325292362,0.0,0.0,0.0,0.041706149683264034,0.023432641528467454,0.0,0.0,0.02885086358959015,0.016885429876542877,0.03797125559749649,0.0,0.024971686275160828,0.033350571409064604,0.0,0.0300544041586079,0.0,0.061586191311850856,0.030377118640755773,0.0,0.0962788443427354,0.20494990900021043,0.009145112398879548,0.0,0.0,0.0,0.0,0.014875434085684076,0.054472749368998964,0.0,0.03190262905945069,0.01448756591739447,0.07040293639205017,0.0,0.14452657012414574,0.0,0.0,0.0,0.0,0.0,0.0,0.010264365218641809,0.0,0.0,0.01210297843093514,宁波市,慈溪市,2019,2019-慈溪市人民政府办公室关于印发慈溪市实施“门户管理”重点排水户管理办法（试行）的通知.docx
